Filename,STFT_Time_s,Mel_Filterbank_Time_s,Log_Scaling_Time_s,DCT_Time_s,Total_MFCC_Time_s
..\dataset\raw_audio\Actor_20\03-01-03-02-01-01-20.wav,0.0054,0.0000,0.0010,0.0000,0.0064
..\dataset\raw_audio\Actor_20\03-01-03-02-01-02-20.wav,0.0050,0.0000,0.0020,0.0000,0.0070
..\dataset\raw_audio\Actor_20\03-01-03-02-02-01-20.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_20\03-01-03-02-02-02-20.wav,0.0060,0.0000,0.0014,0.0000,0.0074
..\dataset\raw_audio\Actor_20\03-01-04-01-01-01-20.wav,0.0058,0.0000,0.0010,0.0000,0.0068
..\dataset\raw_audio\Actor_20\03-01-04-01-01-02-20.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_20\03-01-04-01-02-01-20.wav,0.0061,0.0000,0.0010,0.0000,0.0071
..\dataset\raw_audio\Actor_20\03-01-04-01-02-02-20.wav,0.0050,0.0010,0.0000,0.0010,0.0070
..\dataset\raw_audio\Actor_20\03-01-04-02-01-01-20.wav,0.0070,0.0000,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_20\03-01-04-02-01-02-20.wav,0.0060,0.0010,0.0010,0.0010,0.0090
..\dataset\raw_audio\Actor_20\03-01-04-02-02-01-20.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_20\03-01-04-02-02-02-20.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_20\03-01-05-01-01-01-20.wav,0.0070,0.0000,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_20\03-01-05-01-01-02-20.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_20\03-01-05-01-02-01-20.wav,0.0062,0.0010,0.0000,0.0010,0.0082
..\dataset\raw_audio\Actor_20\03-01-05-01-02-02-20.wav,0.0060,0.0010,0.0033,0.0000,0.0103
..\dataset\raw_audio\Actor_20\03-01-05-02-01-01-20.wav,0.0050,0.0010,0.0000,0.0000,0.0060
..\dataset\raw_audio\Actor_20\03-01-05-02-01-02-20.wav,0.0054,0.0010,0.0010,0.0000,0.0074
..\dataset\raw_audio\Actor_20\03-01-05-02-02-01-20.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_20\03-01-05-02-02-02-20.wav,0.0050,0.0010,0.0000,0.0010,0.0070
..\dataset\raw_audio\Actor_20\03-01-06-01-01-01-20.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_20\03-01-06-01-01-02-20.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_20\03-01-06-01-02-01-20.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_20\03-01-06-01-02-02-20.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_20\03-01-06-02-01-01-20.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_20\03-01-06-02-01-02-20.wav,0.0060,0.0010,0.0000,0.0010,0.0080
..\dataset\raw_audio\Actor_20\03-01-06-02-02-01-20.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_20\03-01-06-02-02-02-20.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_20\03-01-07-01-01-01-20.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_20\03-01-07-01-01-02-20.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_20\03-01-07-01-02-01-20.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_20\03-01-07-01-02-02-20.wav,0.0070,0.0000,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_20\03-01-07-02-01-01-20.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_20\03-01-07-02-01-02-20.wav,0.0063,0.0010,0.0010,0.0000,0.0083
..\dataset\raw_audio\Actor_20\03-01-07-02-02-01-20.wav,0.0060,0.0010,0.0010,0.0010,0.0090
..\dataset\raw_audio\Actor_20\03-01-07-02-02-02-20.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_20\03-01-08-01-01-01-20.wav,0.0050,0.0010,0.0000,0.0000,0.0060
..\dataset\raw_audio\Actor_20\03-01-08-01-01-02-20.wav,0.0060,0.0000,0.0010,0.0000,0.0071
..\dataset\raw_audio\Actor_20\03-01-08-01-02-01-20.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_20\03-01-08-01-02-02-20.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_20\03-01-08-02-01-01-20.wav,0.0060,0.0000,0.0011,0.0000,0.0071
..\dataset\raw_audio\Actor_20\03-01-08-02-01-02-20.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_20\03-01-08-02-02-01-20.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_20\03-01-08-02-02-02-20.wav,0.0044,0.0010,0.0010,0.0000,0.0064
..\dataset\raw_audio\Actor_21\03-01-01-01-01-01-21.wav,0.0062,0.0000,0.0010,0.0000,0.0072
..\dataset\raw_audio\Actor_21\03-01-01-01-01-02-21.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_21\03-01-01-01-02-01-21.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_21\03-01-01-01-02-02-21.wav,0.0060,0.0000,0.0012,0.0000,0.0072
..\dataset\raw_audio\Actor_21\03-01-02-01-01-01-21.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_21\03-01-02-01-01-02-21.wav,0.0070,0.0000,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_21\03-01-02-01-02-01-21.wav,0.0060,0.0000,0.0010,0.0010,0.0080
..\dataset\raw_audio\Actor_21\03-01-02-01-02-02-21.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_21\03-01-02-02-01-01-21.wav,0.0060,0.0011,0.0010,0.0000,0.0081
..\dataset\raw_audio\Actor_21\03-01-02-02-01-02-21.wav,0.0062,0.0000,0.0020,0.0000,0.0082
..\dataset\raw_audio\Actor_21\03-01-02-02-02-01-21.wav,0.0062,0.0000,0.0010,0.0000,0.0073
..\dataset\raw_audio\Actor_21\03-01-02-02-02-02-21.wav,0.0040,0.0010,0.0000,0.0010,0.0060
..\dataset\raw_audio\Actor_21\03-01-03-01-01-01-21.wav,0.0051,0.0000,0.0011,0.0000,0.0062
..\dataset\raw_audio\Actor_21\03-01-03-01-01-02-21.wav,0.0051,0.0000,0.0010,0.0000,0.0061
..\dataset\raw_audio\Actor_21\03-01-03-01-02-01-21.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_21\03-01-03-01-02-02-21.wav,0.0052,0.0000,0.0010,0.0000,0.0062
..\dataset\raw_audio\Actor_21\03-01-03-02-01-01-21.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_21\03-01-03-02-01-02-21.wav,0.0061,0.0000,0.0010,0.0000,0.0071
..\dataset\raw_audio\Actor_21\03-01-03-02-02-01-21.wav,0.0040,0.0010,0.0000,0.0000,0.0050
..\dataset\raw_audio\Actor_21\03-01-03-02-02-02-21.wav,0.0069,0.0010,0.0011,0.0000,0.0090
..\dataset\raw_audio\Actor_21\03-01-04-01-01-01-21.wav,0.0080,0.0000,0.0011,0.0000,0.0091
..\dataset\raw_audio\Actor_21\03-01-04-01-01-02-21.wav,0.0070,0.0000,0.0020,0.0000,0.0090
..\dataset\raw_audio\Actor_21\03-01-04-01-02-01-21.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_21\03-01-04-01-02-02-21.wav,0.0040,0.0010,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_21\03-01-04-02-01-01-21.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_21\03-01-04-02-01-02-21.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_21\03-01-04-02-02-01-21.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_21\03-01-04-02-02-02-21.wav,0.0080,0.0000,0.0010,0.0000,0.0090
..\dataset\raw_audio\Actor_21\03-01-05-01-01-01-21.wav,0.0062,0.0000,0.0010,0.0000,0.0071
..\dataset\raw_audio\Actor_21\03-01-05-01-01-02-21.wav,0.0056,0.0010,0.0010,0.0000,0.0076
..\dataset\raw_audio\Actor_21\03-01-05-01-02-01-21.wav,0.0080,0.0000,0.0010,0.0000,0.0090
..\dataset\raw_audio\Actor_21\03-01-05-01-02-02-21.wav,0.0073,0.0000,0.0011,0.0000,0.0084
..\dataset\raw_audio\Actor_21\03-01-05-02-01-01-21.wav,0.0070,0.0000,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_21\03-01-05-02-01-02-21.wav,0.0074,0.0000,0.0020,0.0000,0.0094
..\dataset\raw_audio\Actor_21\03-01-05-02-02-01-21.wav,0.0053,0.0000,0.0010,0.0000,0.0063
..\dataset\raw_audio\Actor_21\03-01-05-02-02-02-21.wav,0.0082,0.0010,0.0010,0.0000,0.0102
..\dataset\raw_audio\Actor_21\03-01-06-01-01-01-21.wav,0.0070,0.0000,0.0010,0.0010,0.0090
..\dataset\raw_audio\Actor_21\03-01-06-01-01-02-21.wav,0.0059,0.0010,0.0010,0.0000,0.0079
..\dataset\raw_audio\Actor_21\03-01-06-01-02-01-21.wav,0.0137,0.0000,0.0010,0.0010,0.0157
..\dataset\raw_audio\Actor_21\03-01-06-01-02-02-21.wav,0.0150,0.0000,0.0010,0.0000,0.0160
..\dataset\raw_audio\Actor_21\03-01-06-02-01-01-21.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_21\03-01-06-02-01-02-21.wav,0.0111,0.0010,0.0000,0.0010,0.0130
..\dataset\raw_audio\Actor_21\03-01-06-02-02-01-21.wav,0.0073,0.0010,0.0010,0.0000,0.0093
..\dataset\raw_audio\Actor_21\03-01-06-02-02-02-21.wav,0.0100,0.0000,0.0011,0.0000,0.0111
..\dataset\raw_audio\Actor_21\03-01-07-01-01-01-21.wav,0.0070,0.0000,0.0010,0.0010,0.0090
..\dataset\raw_audio\Actor_21\03-01-07-01-01-02-21.wav,0.0150,0.0000,0.0010,0.0010,0.0170
..\dataset\raw_audio\Actor_21\03-01-07-01-02-01-21.wav,0.0090,0.0010,0.0010,0.0000,0.0110
..\dataset\raw_audio\Actor_21\03-01-07-01-02-02-21.wav,0.0080,0.0010,0.0010,0.0000,0.0100
..\dataset\raw_audio\Actor_21\03-01-07-02-01-01-21.wav,0.0100,0.0000,0.0010,0.0000,0.0110
..\dataset\raw_audio\Actor_21\03-01-07-02-01-02-21.wav,0.0090,0.0010,0.0010,0.0000,0.0110
..\dataset\raw_audio\Actor_21\03-01-07-02-02-01-21.wav,0.0090,0.0000,0.0010,0.0010,0.0110
..\dataset\raw_audio\Actor_21\03-01-07-02-02-02-21.wav,0.0090,0.0000,0.0010,0.0000,0.0100
..\dataset\raw_audio\Actor_21\03-01-08-01-01-01-21.wav,0.0071,0.0010,0.0010,0.0000,0.0091
..\dataset\raw_audio\Actor_21\03-01-08-01-01-02-21.wav,0.0080,0.0000,0.0010,0.0000,0.0090
..\dataset\raw_audio\Actor_21\03-01-08-01-02-01-21.wav,0.0080,0.0000,0.0010,0.0000,0.0090
..\dataset\raw_audio\Actor_21\03-01-08-01-02-02-21.wav,0.0080,0.0000,0.0010,0.0000,0.0090
..\dataset\raw_audio\Actor_21\03-01-08-02-01-01-21.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_21\03-01-08-02-01-02-21.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_21\03-01-08-02-02-01-21.wav,0.0050,0.0000,0.0010,0.0010,0.0070
..\dataset\raw_audio\Actor_21\03-01-08-02-02-02-21.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_22\03-01-01-01-01-01-22.wav,0.0060,0.0010,0.0000,0.0010,0.0080
..\dataset\raw_audio\Actor_22\03-01-01-01-01-02-22.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_22\03-01-01-01-02-01-22.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_22\03-01-01-01-02-02-22.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_22\03-01-02-01-01-01-22.wav,0.0070,0.0000,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_22\03-01-02-01-01-02-22.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_22\03-01-02-01-02-01-22.wav,0.0060,0.0000,0.0012,0.0000,0.0072
..\dataset\raw_audio\Actor_22\03-01-02-01-02-02-22.wav,0.0126,0.0010,0.0000,0.0000,0.0136
..\dataset\raw_audio\Actor_22\03-01-02-02-01-01-22.wav,0.0050,0.0000,0.0020,0.0000,0.0070
..\dataset\raw_audio\Actor_22\03-01-02-02-01-02-22.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_22\03-01-02-02-02-01-22.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_22\03-01-02-02-02-02-22.wav,0.0070,0.0010,0.0010,0.0000,0.0090
..\dataset\raw_audio\Actor_22\03-01-03-01-01-01-22.wav,0.0064,0.0000,0.0011,0.0000,0.0075
..\dataset\raw_audio\Actor_22\03-01-03-01-01-02-22.wav,0.0060,0.0010,0.0000,0.0010,0.0080
..\dataset\raw_audio\Actor_22\03-01-03-01-02-01-22.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_22\03-01-03-01-02-02-22.wav,0.0086,0.0010,0.0047,0.0000,0.0143
..\dataset\raw_audio\Actor_22\03-01-03-02-01-01-22.wav,0.0166,0.0010,0.0033,0.0000,0.0209
..\dataset\raw_audio\Actor_22\03-01-03-02-01-02-22.wav,0.0070,0.0000,0.0010,0.0010,0.0090
..\dataset\raw_audio\Actor_22\03-01-03-02-02-01-22.wav,0.0099,0.0010,0.0020,0.0000,0.0129
..\dataset\raw_audio\Actor_22\03-01-03-02-02-02-22.wav,0.0087,0.0000,0.0010,0.0000,0.0097
..\dataset\raw_audio\Actor_22\03-01-04-01-01-01-22.wav,0.0050,0.0010,0.0000,0.0000,0.0060
..\dataset\raw_audio\Actor_22\03-01-04-01-01-02-22.wav,0.0070,0.0000,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_22\03-01-04-01-02-01-22.wav,0.0060,0.0010,0.0000,0.0010,0.0080
..\dataset\raw_audio\Actor_22\03-01-04-01-02-02-22.wav,0.0040,0.0015,0.0000,0.0000,0.0055
..\dataset\raw_audio\Actor_22\03-01-04-02-01-01-22.wav,0.0063,0.0000,0.0010,0.0000,0.0073
..\dataset\raw_audio\Actor_22\03-01-04-02-01-02-22.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_22\03-01-04-02-02-01-22.wav,0.0030,0.0010,0.0009,0.0000,0.0049
..\dataset\raw_audio\Actor_22\03-01-04-02-02-02-22.wav,0.0042,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_22\03-01-05-01-01-01-22.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_22\03-01-05-01-01-02-22.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_22\03-01-05-01-02-01-22.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_22\03-01-05-01-02-02-22.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_22\03-01-05-02-01-01-22.wav,0.0030,0.0010,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_22\03-01-05-02-01-02-22.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_22\03-01-05-02-02-01-22.wav,0.0052,0.0000,0.0020,0.0000,0.0072
..\dataset\raw_audio\Actor_22\03-01-05-02-02-02-22.wav,0.0045,0.0010,0.0000,0.0010,0.0065
..\dataset\raw_audio\Actor_22\03-01-06-01-01-01-22.wav,0.0058,0.0000,0.0010,0.0000,0.0068
..\dataset\raw_audio\Actor_22\03-01-06-01-01-02-22.wav,0.0030,0.0011,0.0000,0.0000,0.0041
..\dataset\raw_audio\Actor_22\03-01-06-01-02-01-22.wav,0.0051,0.0000,0.0011,0.0000,0.0063
..\dataset\raw_audio\Actor_22\03-01-06-01-02-02-22.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_22\03-01-06-02-01-01-22.wav,0.0040,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_22\03-01-06-02-01-02-22.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_22\03-01-06-02-02-01-22.wav,0.0055,0.0000,0.0013,0.0000,0.0068
..\dataset\raw_audio\Actor_22\03-01-06-02-02-02-22.wav,0.0031,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_22\03-01-07-01-01-01-22.wav,0.0048,0.0000,0.0010,0.0000,0.0058
..\dataset\raw_audio\Actor_22\03-01-07-01-01-02-22.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_22\03-01-07-01-02-01-22.wav,0.0041,0.0010,0.0010,0.0000,0.0061
..\dataset\raw_audio\Actor_22\03-01-07-01-02-02-22.wav,0.0050,0.0000,0.0012,0.0000,0.0062
..\dataset\raw_audio\Actor_22\03-01-07-02-01-01-22.wav,0.0051,0.0010,0.0010,0.0000,0.0071
..\dataset\raw_audio\Actor_22\03-01-07-02-01-02-22.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_22\03-01-07-02-02-01-22.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_22\03-01-07-02-02-02-22.wav,0.0040,0.0000,0.0012,0.0000,0.0052
..\dataset\raw_audio\Actor_22\03-01-08-01-01-01-22.wav,0.0055,0.0000,0.0010,0.0000,0.0065
..\dataset\raw_audio\Actor_22\03-01-08-01-01-02-22.wav,0.0054,0.0000,0.0010,0.0000,0.0064
..\dataset\raw_audio\Actor_22\03-01-08-01-02-01-22.wav,0.0036,0.0010,0.0000,0.0000,0.0046
..\dataset\raw_audio\Actor_22\03-01-08-01-02-02-22.wav,0.0035,0.0000,0.0010,0.0000,0.0045
..\dataset\raw_audio\Actor_22\03-01-08-02-01-01-22.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_22\03-01-08-02-01-02-22.wav,0.0042,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_22\03-01-08-02-02-01-22.wav,0.0040,0.0000,0.0014,0.0000,0.0054
..\dataset\raw_audio\Actor_22\03-01-08-02-02-02-22.wav,0.0042,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_23\03-01-01-01-01-01-23.wav,0.0040,0.0010,0.0000,0.0010,0.0060
..\dataset\raw_audio\Actor_23\03-01-01-01-01-02-23.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_23\03-01-01-01-02-01-23.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_23\03-01-01-01-02-02-23.wav,0.0038,0.0000,0.0010,0.0000,0.0048
..\dataset\raw_audio\Actor_23\03-01-02-01-01-01-23.wav,0.0042,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_23\03-01-02-01-01-02-23.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_23\03-01-02-01-02-01-23.wav,0.0044,0.0010,0.0000,0.0000,0.0054
..\dataset\raw_audio\Actor_23\03-01-02-01-02-02-23.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_23\03-01-02-02-01-01-23.wav,0.0040,0.0010,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_23\03-01-02-02-01-02-23.wav,0.0054,0.0000,0.0010,0.0000,0.0064
..\dataset\raw_audio\Actor_23\03-01-02-02-02-01-23.wav,0.0043,0.0010,0.0010,0.0000,0.0063
..\dataset\raw_audio\Actor_23\03-01-02-02-02-02-23.wav,0.0052,0.0000,0.0010,0.0000,0.0062
..\dataset\raw_audio\Actor_23\03-01-03-01-01-01-23.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_23\03-01-03-01-01-02-23.wav,0.0065,0.0000,0.0010,0.0000,0.0075
..\dataset\raw_audio\Actor_23\03-01-03-01-02-01-23.wav,0.0075,0.0000,0.0010,0.0010,0.0095
..\dataset\raw_audio\Actor_23\03-01-03-01-02-02-23.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_23\03-01-03-02-01-01-23.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_23\03-01-03-02-01-02-23.wav,0.0044,0.0000,0.0010,0.0000,0.0054
..\dataset\raw_audio\Actor_23\03-01-03-02-02-01-23.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_23\03-01-03-02-02-02-23.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_23\03-01-04-01-01-01-23.wav,0.0043,0.0010,0.0000,0.0000,0.0053
..\dataset\raw_audio\Actor_23\03-01-04-01-01-02-23.wav,0.0040,0.0010,0.0000,0.0010,0.0060
..\dataset\raw_audio\Actor_23\03-01-04-01-02-01-23.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_23\03-01-04-01-02-02-23.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_23\03-01-04-02-01-01-23.wav,0.0050,0.0000,0.0010,0.0000,0.0061
..\dataset\raw_audio\Actor_23\03-01-04-02-01-02-23.wav,0.0040,0.0010,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_23\03-01-04-02-02-01-23.wav,0.0040,0.0010,0.0000,0.0010,0.0060
..\dataset\raw_audio\Actor_23\03-01-04-02-02-02-23.wav,0.0050,0.0000,0.0020,0.0000,0.0070
..\dataset\raw_audio\Actor_23\03-01-05-01-01-01-23.wav,0.0042,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_23\03-01-05-01-01-02-23.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_23\03-01-05-01-02-01-23.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_23\03-01-05-01-02-02-23.wav,0.0040,0.0010,0.0000,0.0010,0.0060
..\dataset\raw_audio\Actor_23\03-01-05-02-01-01-23.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_23\03-01-05-02-01-02-23.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_23\03-01-05-02-02-01-23.wav,0.0030,0.0000,0.0011,0.0000,0.0041
..\dataset\raw_audio\Actor_23\03-01-05-02-02-02-23.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_23\03-01-06-01-01-01-23.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_23\03-01-06-01-01-02-23.wav,0.0032,0.0000,0.0010,0.0000,0.0042
..\dataset\raw_audio\Actor_23\03-01-06-01-02-01-23.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_23\03-01-06-01-02-02-23.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_23\03-01-06-02-01-01-23.wav,0.0040,0.0000,0.0014,0.0000,0.0054
..\dataset\raw_audio\Actor_23\03-01-06-02-01-02-23.wav,0.0030,0.0010,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_23\03-01-06-02-02-01-23.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_23\03-01-06-02-02-02-23.wav,0.0040,0.0010,0.0005,0.0000,0.0055
..\dataset\raw_audio\Actor_23\03-01-07-01-01-01-23.wav,0.0063,0.0000,0.0010,0.0010,0.0083
..\dataset\raw_audio\Actor_23\03-01-07-01-01-02-23.wav,0.0063,0.0000,0.0010,0.0000,0.0073
..\dataset\raw_audio\Actor_23\03-01-07-01-02-01-23.wav,0.0045,0.0011,0.0000,0.0000,0.0057
..\dataset\raw_audio\Actor_23\03-01-07-01-02-02-23.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_23\03-01-07-02-01-01-23.wav,0.0041,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_23\03-01-07-02-01-02-23.wav,0.0044,0.0000,0.0010,0.0000,0.0054
..\dataset\raw_audio\Actor_23\03-01-07-02-02-01-23.wav,0.0040,0.0010,0.0000,0.0000,0.0050
..\dataset\raw_audio\Actor_23\03-01-07-02-02-02-23.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_23\03-01-08-01-01-01-23.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_23\03-01-08-01-01-02-23.wav,0.0040,0.0000,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_23\03-01-08-01-02-01-23.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_23\03-01-08-01-02-02-23.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_23\03-01-08-02-01-01-23.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_23\03-01-08-02-01-02-23.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_23\03-01-08-02-02-01-23.wav,0.0031,0.0000,0.0010,0.0000,0.0041
..\dataset\raw_audio\Actor_23\03-01-08-02-02-02-23.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_24\03-01-01-01-01-01-24.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_24\03-01-01-01-01-02-24.wav,0.0040,0.0000,0.0011,0.0000,0.0051
..\dataset\raw_audio\Actor_24\03-01-01-01-02-01-24.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_24\03-01-01-01-02-02-24.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_24\03-01-02-01-01-01-24.wav,0.0044,0.0000,0.0010,0.0000,0.0054
..\dataset\raw_audio\Actor_24\03-01-02-01-01-02-24.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_24\03-01-02-01-02-01-24.wav,0.0043,0.0000,0.0010,0.0000,0.0053
..\dataset\raw_audio\Actor_24\03-01-02-01-02-02-24.wav,0.0045,0.0010,0.0000,0.0000,0.0055
