Filename,STFT_Time_s,Mel_Filterbank_Time_s,Log_Scaling_Time_s,DCT_Time_s,Total_MFCC_Time_s
..\dataset\raw_audio\Actor_08\03-01-06-02-01-01-08.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_08\03-01-06-02-01-02-08.wav,0.0060,0.0000,0.0010,0.0010,0.0080
..\dataset\raw_audio\Actor_08\03-01-06-02-02-01-08.wav,0.0064,0.0010,0.0010,0.0000,0.0084
..\dataset\raw_audio\Actor_08\03-01-06-02-02-02-08.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_08\03-01-07-01-01-01-08.wav,0.0070,0.0010,0.0000,0.0010,0.0090
..\dataset\raw_audio\Actor_08\03-01-07-01-01-02-08.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_08\03-01-07-01-02-01-08.wav,0.0070,0.0000,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_08\03-01-07-01-02-02-08.wav,0.0084,0.0000,0.0010,0.0000,0.0094
..\dataset\raw_audio\Actor_08\03-01-07-02-01-01-08.wav,0.0070,0.0010,0.0010,0.0000,0.0090
..\dataset\raw_audio\Actor_08\03-01-07-02-01-02-08.wav,0.0070,0.0010,0.0010,0.0000,0.0090
..\dataset\raw_audio\Actor_08\03-01-07-02-02-01-08.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_08\03-01-07-02-02-02-08.wav,0.0070,0.0000,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_08\03-01-08-01-01-01-08.wav,0.0070,0.0010,0.0010,0.0000,0.0090
..\dataset\raw_audio\Actor_08\03-01-08-01-01-02-08.wav,0.0070,0.0010,0.0010,0.0000,0.0090
..\dataset\raw_audio\Actor_08\03-01-08-01-02-01-08.wav,0.0070,0.0000,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_08\03-01-08-01-02-02-08.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_08\03-01-08-02-01-01-08.wav,0.0070,0.0000,0.0010,0.0010,0.0090
..\dataset\raw_audio\Actor_08\03-01-08-02-01-02-08.wav,0.0070,0.0000,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_08\03-01-08-02-02-01-08.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_08\03-01-08-02-02-02-08.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_09\03-01-01-01-01-01-09.wav,0.0063,0.0010,0.0010,0.0000,0.0083
..\dataset\raw_audio\Actor_09\03-01-01-01-01-02-09.wav,0.0060,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_09\03-01-01-01-02-01-09.wav,0.0060,0.0010,0.0000,0.0010,0.0080
..\dataset\raw_audio\Actor_09\03-01-01-01-02-02-09.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_09\03-01-02-01-01-01-09.wav,0.0063,0.0000,0.0010,0.0000,0.0073
..\dataset\raw_audio\Actor_09\03-01-02-01-01-02-09.wav,0.0064,0.0000,0.0010,0.0000,0.0074
..\dataset\raw_audio\Actor_09\03-01-02-01-02-01-09.wav,0.0052,0.0010,0.0010,0.0000,0.0072
..\dataset\raw_audio\Actor_09\03-01-02-01-02-02-09.wav,0.0060,0.0000,0.0010,0.0010,0.0080
..\dataset\raw_audio\Actor_09\03-01-02-02-01-01-09.wav,0.0053,0.0000,0.0010,0.0000,0.0063
..\dataset\raw_audio\Actor_09\03-01-02-02-01-02-09.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_09\03-01-02-02-02-01-09.wav,0.0060,0.0000,0.0010,0.0010,0.0080
..\dataset\raw_audio\Actor_09\03-01-02-02-02-02-09.wav,0.0060,0.0010,0.0000,0.0000,0.0070
..\dataset\raw_audio\Actor_09\03-01-03-01-01-01-09.wav,0.0040,0.0010,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_09\03-01-03-01-01-02-09.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_09\03-01-03-01-02-01-09.wav,0.0050,0.0000,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_09\03-01-03-01-02-02-09.wav,0.0060,0.0010,0.0000,0.0000,0.0070
..\dataset\raw_audio\Actor_09\03-01-03-02-01-01-09.wav,0.0075,0.0010,0.0000,0.0010,0.0095
..\dataset\raw_audio\Actor_09\03-01-03-02-01-02-09.wav,0.0070,0.0000,0.0010,0.0010,0.0090
..\dataset\raw_audio\Actor_09\03-01-03-02-02-01-09.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_09\03-01-03-02-02-02-09.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_09\03-01-04-01-01-01-09.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_09\03-01-04-01-01-02-09.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_09\03-01-04-01-02-01-09.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_09\03-01-04-01-02-02-09.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_09\03-01-04-02-01-01-09.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_09\03-01-04-02-01-02-09.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_09\03-01-04-02-02-01-09.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_09\03-01-04-02-02-02-09.wav,0.0030,0.0010,0.0000,0.0000,0.0050
..\dataset\raw_audio\Actor_09\03-01-05-01-01-01-09.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_09\03-01-05-01-01-02-09.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_09\03-01-05-01-02-01-09.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_09\03-01-05-01-02-02-09.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_09\03-01-05-02-01-01-09.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_09\03-01-05-02-01-02-09.wav,0.0031,0.0010,0.0000,0.0000,0.0041
..\dataset\raw_audio\Actor_09\03-01-05-02-02-01-09.wav,0.0051,0.0000,0.0010,0.0000,0.0061
..\dataset\raw_audio\Actor_09\03-01-05-02-02-02-09.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_09\03-01-06-01-01-01-09.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_09\03-01-06-01-01-02-09.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_09\03-01-06-01-02-01-09.wav,0.0034,0.0000,0.0010,0.0000,0.0044
..\dataset\raw_audio\Actor_09\03-01-06-01-02-02-09.wav,0.0035,0.0000,0.0000,0.0010,0.0045
..\dataset\raw_audio\Actor_09\03-01-06-02-01-01-09.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_09\03-01-06-02-01-02-09.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_09\03-01-06-02-02-01-09.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_09\03-01-06-02-02-02-09.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_09\03-01-07-01-01-01-09.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_09\03-01-07-01-01-02-09.wav,0.0042,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_09\03-01-07-01-02-01-09.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_09\03-01-07-01-02-02-09.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_09\03-01-07-02-01-01-09.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_09\03-01-07-02-01-02-09.wav,0.0043,0.0000,0.0010,0.0000,0.0053
..\dataset\raw_audio\Actor_09\03-01-07-02-02-01-09.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_09\03-01-07-02-02-02-09.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_09\03-01-08-01-01-01-09.wav,0.0029,0.0010,0.0000,0.0000,0.0039
..\dataset\raw_audio\Actor_09\03-01-08-01-01-02-09.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_09\03-01-08-01-02-01-09.wav,0.0043,0.0000,0.0010,0.0000,0.0053
..\dataset\raw_audio\Actor_09\03-01-08-01-02-02-09.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_09\03-01-08-02-01-01-09.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_09\03-01-08-02-01-02-09.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_09\03-01-08-02-02-01-09.wav,0.0070,0.0000,0.0020,0.0000,0.0090
..\dataset\raw_audio\Actor_09\03-01-08-02-02-02-09.wav,0.0070,0.0010,0.0020,0.0000,0.0100
..\dataset\raw_audio\Actor_10\03-01-01-01-01-01-10.wav,0.0080,0.0010,0.0010,0.0000,0.0100
..\dataset\raw_audio\Actor_10\03-01-01-01-01-02-10.wav,0.0110,0.0010,0.0020,0.0000,0.0140
..\dataset\raw_audio\Actor_10\03-01-01-01-02-01-10.wav,0.0120,0.0010,0.0020,0.0000,0.0150
..\dataset\raw_audio\Actor_10\03-01-01-01-02-02-10.wav,0.0091,0.0000,0.0019,0.0000,0.0110
..\dataset\raw_audio\Actor_10\03-01-02-01-01-01-10.wav,0.0111,0.0000,0.0010,0.0010,0.0131
..\dataset\raw_audio\Actor_10\03-01-02-01-01-02-10.wav,0.0067,0.0000,0.0010,0.0000,0.0077
..\dataset\raw_audio\Actor_10\03-01-02-01-02-01-10.wav,0.0030,0.0010,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_10\03-01-02-01-02-02-10.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_10\03-01-02-02-01-01-10.wav,0.0040,0.0011,0.0010,0.0000,0.0061
..\dataset\raw_audio\Actor_10\03-01-02-02-01-02-10.wav,0.0043,0.0000,0.0010,0.0000,0.0053
..\dataset\raw_audio\Actor_10\03-01-02-02-02-01-10.wav,0.0040,0.0010,0.0000,0.0000,0.0050
..\dataset\raw_audio\Actor_10\03-01-02-02-02-02-10.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_10\03-01-03-01-01-01-10.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_10\03-01-03-01-01-02-10.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_10\03-01-03-01-02-01-10.wav,0.0034,0.0000,0.0010,0.0000,0.0044
..\dataset\raw_audio\Actor_10\03-01-03-01-02-02-10.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_10\03-01-03-02-01-01-10.wav,0.0044,0.0000,0.0010,0.0000,0.0054
..\dataset\raw_audio\Actor_10\03-01-03-02-01-02-10.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_10\03-01-03-02-02-01-10.wav,0.0043,0.0000,0.0010,0.0000,0.0053
..\dataset\raw_audio\Actor_10\03-01-03-02-02-02-10.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_10\03-01-04-01-01-01-10.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_10\03-01-04-01-01-02-10.wav,0.0034,0.0000,0.0010,0.0000,0.0044
..\dataset\raw_audio\Actor_10\03-01-04-01-02-01-10.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_10\03-01-04-01-02-02-10.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_10\03-01-04-02-01-01-10.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_10\03-01-04-02-01-02-10.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_10\03-01-04-02-02-01-10.wav,0.0036,0.0010,0.0010,0.0000,0.0056
..\dataset\raw_audio\Actor_10\03-01-04-02-02-02-10.wav,0.0040,0.0000,0.0015,0.0000,0.0055
..\dataset\raw_audio\Actor_10\03-01-05-01-01-01-10.wav,0.0041,0.0000,0.0011,0.0000,0.0052
..\dataset\raw_audio\Actor_10\03-01-05-01-01-02-10.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_10\03-01-05-01-02-01-10.wav,0.0041,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_10\03-01-05-01-02-02-10.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_10\03-01-05-02-01-01-10.wav,0.0042,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_10\03-01-05-02-01-02-10.wav,0.0047,0.0010,0.0010,0.0000,0.0067
..\dataset\raw_audio\Actor_10\03-01-05-02-02-01-10.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_10\03-01-05-02-02-02-10.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_10\03-01-06-01-01-01-10.wav,0.0030,0.0000,0.0015,0.0000,0.0045
..\dataset\raw_audio\Actor_10\03-01-06-01-01-02-10.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_10\03-01-06-01-02-01-10.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_10\03-01-06-01-02-02-10.wav,0.0034,0.0012,0.0000,0.0000,0.0046
..\dataset\raw_audio\Actor_10\03-01-06-02-01-01-10.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_10\03-01-06-02-01-02-10.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_10\03-01-06-02-02-01-10.wav,0.0042,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_10\03-01-06-02-02-02-10.wav,0.0044,0.0000,0.0010,0.0000,0.0054
..\dataset\raw_audio\Actor_10\03-01-07-01-01-01-10.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_10\03-01-07-01-01-02-10.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_10\03-01-07-01-02-01-10.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_10\03-01-07-01-02-02-10.wav,0.0052,0.0000,0.0010,0.0010,0.0072
..\dataset\raw_audio\Actor_10\03-01-07-02-01-01-10.wav,0.0051,0.0000,0.0010,0.0000,0.0061
..\dataset\raw_audio\Actor_10\03-01-07-02-01-02-10.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_10\03-01-07-02-02-01-10.wav,0.0050,0.0000,0.0020,0.0000,0.0070
..\dataset\raw_audio\Actor_10\03-01-07-02-02-02-10.wav,0.0065,0.0000,0.0010,0.0000,0.0075
..\dataset\raw_audio\Actor_10\03-01-08-01-01-01-10.wav,0.0031,0.0010,0.0000,0.0000,0.0041
..\dataset\raw_audio\Actor_10\03-01-08-01-01-02-10.wav,0.0036,0.0010,0.0010,0.0000,0.0056
..\dataset\raw_audio\Actor_10\03-01-08-01-02-01-10.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_10\03-01-08-01-02-02-10.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_10\03-01-08-02-01-01-10.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_10\03-01-08-02-01-02-10.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_10\03-01-08-02-02-01-10.wav,0.0042,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_10\03-01-08-02-02-02-10.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-01-01-01-01-11.wav,0.0034,0.0010,0.0000,0.0000,0.0044
..\dataset\raw_audio\Actor_11\03-01-01-01-01-02-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-01-01-02-01-11.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-01-01-02-02-11.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-02-01-01-01-11.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-02-01-01-02-11.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-02-01-02-01-11.wav,0.0030,0.0010,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_11\03-01-02-01-02-02-11.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_11\03-01-02-02-01-01-11.wav,0.0040,0.0000,0.0010,0.0010,0.0060
..\dataset\raw_audio\Actor_11\03-01-02-02-01-02-11.wav,0.0040,0.0015,0.0000,0.0000,0.0055
..\dataset\raw_audio\Actor_11\03-01-02-02-02-01-11.wav,0.0046,0.0000,0.0010,0.0000,0.0056
..\dataset\raw_audio\Actor_11\03-01-02-02-02-02-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-03-01-01-01-11.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-03-01-01-02-11.wav,0.0031,0.0010,0.0000,0.0000,0.0041
..\dataset\raw_audio\Actor_11\03-01-03-01-02-01-11.wav,0.0031,0.0010,0.0000,0.0000,0.0041
..\dataset\raw_audio\Actor_11\03-01-03-01-02-02-11.wav,0.0031,0.0010,0.0000,0.0000,0.0041
..\dataset\raw_audio\Actor_11\03-01-03-02-01-01-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-03-02-01-02-11.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_11\03-01-03-02-02-01-11.wav,0.0040,0.0010,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_11\03-01-03-02-02-02-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-04-01-01-01-11.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_11\03-01-04-01-01-02-11.wav,0.0042,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_11\03-01-04-01-02-01-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-04-01-02-02-11.wav,0.0030,0.0010,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_11\03-01-04-02-01-01-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-04-02-01-02-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-04-02-02-01-11.wav,0.0044,0.0000,0.0010,0.0000,0.0054
..\dataset\raw_audio\Actor_11\03-01-04-02-02-02-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-05-01-01-01-11.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_11\03-01-05-01-01-02-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-05-01-02-01-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-05-01-02-02-11.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-05-02-01-01-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-05-02-01-02-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-05-02-02-01-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-05-02-02-02-11.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-06-01-01-01-11.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-06-01-01-02-11.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-06-01-02-01-11.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-06-01-02-02-11.wav,0.0035,0.0000,0.0000,0.0000,0.0035
..\dataset\raw_audio\Actor_11\03-01-06-02-01-01-11.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-06-02-01-02-11.wav,0.0040,0.0000,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-06-02-02-01-11.wav,0.0031,0.0010,0.0000,0.0000,0.0041
..\dataset\raw_audio\Actor_11\03-01-06-02-02-02-11.wav,0.0030,0.0010,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_11\03-01-07-01-01-01-11.wav,0.0031,0.0010,0.0000,0.0010,0.0051
..\dataset\raw_audio\Actor_11\03-01-07-01-01-02-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-07-01-02-01-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-07-01-02-02-11.wav,0.0041,0.0000,0.0010,0.0000,0.0051
..\dataset\raw_audio\Actor_11\03-01-07-02-01-01-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-07-02-01-02-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-07-02-02-01-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-07-02-02-02-11.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-08-01-01-01-11.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-08-01-01-02-11.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-08-01-02-01-11.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-08-01-02-02-11.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-08-02-01-01-11.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-08-02-01-02-11.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_11\03-01-08-02-02-01-11.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_11\03-01-08-02-02-02-11.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_12\03-01-01-01-01-01-12.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_12\03-01-01-01-01-02-12.wav,0.0030,0.0010,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_12\03-01-01-01-02-01-12.wav,0.0030,0.0010,0.0000,0.0000,0.0040
..\dataset\raw_audio\Actor_12\03-01-01-01-02-02-12.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_12\03-01-02-01-01-01-12.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_12\03-01-02-01-01-02-12.wav,0.0030,0.0010,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_12\03-01-02-01-02-01-12.wav,0.0030,0.0000,0.0010,0.0000,0.0040
..\dataset\raw_audio\Actor_12\03-01-02-01-02-02-12.wav,0.0031,0.0010,0.0000,0.0000,0.0042
..\dataset\raw_audio\Actor_12\03-01-02-02-01-01-12.wav,0.0042,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_12\03-01-02-02-01-02-12.wav,0.0066,0.0013,0.0012,0.0000,0.0091
..\dataset\raw_audio\Actor_12\03-01-02-02-02-01-12.wav,0.0048,0.0000,0.0010,0.0000,0.0058
..\dataset\raw_audio\Actor_12\03-01-02-02-02-02-12.wav,0.0076,0.0000,0.0015,0.0000,0.0091
..\dataset\raw_audio\Actor_12\03-01-03-01-01-01-12.wav,0.0072,0.0010,0.0010,0.0000,0.0092
..\dataset\raw_audio\Actor_12\03-01-03-01-01-02-12.wav,0.0040,0.0000,0.0000,0.0010,0.0050
..\dataset\raw_audio\Actor_12\03-01-03-01-02-01-12.wav,0.0050,0.0000,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_12\03-01-03-01-02-02-12.wav,0.0030,0.0010,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_12\03-01-03-02-01-01-12.wav,0.0060,0.0000,0.0020,0.0000,0.0080
..\dataset\raw_audio\Actor_12\03-01-03-02-01-02-12.wav,0.0040,0.0010,0.0010,0.0000,0.0060
..\dataset\raw_audio\Actor_12\03-01-03-02-02-01-12.wav,0.0042,0.0000,0.0010,0.0000,0.0052
..\dataset\raw_audio\Actor_12\03-01-03-02-02-02-12.wav,0.0040,0.0010,0.0020,0.0000,0.0070
..\dataset\raw_audio\Actor_12\03-01-04-01-01-01-12.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_12\03-01-04-01-01-02-12.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_12\03-01-04-01-02-01-12.wav,0.0060,0.0010,0.0010,0.0000,0.0080
..\dataset\raw_audio\Actor_12\03-01-04-01-02-02-12.wav,0.0040,0.0010,0.0000,0.0010,0.0060
..\dataset\raw_audio\Actor_12\03-01-04-02-01-01-12.wav,0.0040,0.0010,0.0010,0.0013,0.0074
..\dataset\raw_audio\Actor_12\03-01-04-02-01-02-12.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_12\03-01-04-02-02-01-12.wav,0.0041,0.0011,0.0010,0.0000,0.0062
..\dataset\raw_audio\Actor_12\03-01-04-02-02-02-12.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_12\03-01-05-01-01-01-12.wav,0.0050,0.0010,0.0010,0.0000,0.0070
..\dataset\raw_audio\Actor_12\03-01-05-01-01-02-12.wav,0.0040,0.0000,0.0010,0.0000,0.0050
..\dataset\raw_audio\Actor_12\03-01-05-01-02-01-12.wav,0.0040,0.0010,0.0000,0.0000,0.0050
..\dataset\raw_audio\Actor_12\03-01-05-01-02-02-12.wav,0.0040,0.0000,0.0020,0.0000,0.0060
